2025-03-25 18:31:16,244 - train_classifier_generate - INFO - Namespace(seed=0, gpus='0', data_dir='data/', epochs=50, batch_size=16, num_workers=4, num_classes=10, use_generator=True)
2025-03-25 18:31:20,661 - train_classifier_generate - INFO - 104520
2025-03-25 18:43:02,865 - train_classifier_generate - INFO - Epoch 10, Batch 2600: Loss 1.7720143795013428
2025-03-25 18:43:03,333 - train_classifier_generate - INFO - Epoch 10, Batch 2700: Loss 1.7056537866592407
2025-03-25 18:43:03,730 - train_classifier_generate - INFO - Epoch 10, Batch 2800: Loss 1.7564960718154907
2025-03-25 18:43:04,094 - train_classifier_generate - INFO - Epoch 10, Batch 2900: Loss 1.6727700233459473
2025-03-25 18:43:04,622 - train_classifier_generate - INFO - Epoch 10, Batch 3000: Loss 1.6492829322814941
2025-03-25 18:43:05,191 - train_classifier_generate - INFO - Epoch 10, Batch 3100: Loss 1.6318397521972656
2025-03-25 18:43:05,656 - train_classifier_generate - INFO - Epoch 10, Batch 3200: Loss 1.622936487197876
2025-03-25 18:43:05,998 - train_classifier_generate - INFO - Epoch 10, Batch 3300: Loss 1.6598056554794312
2025-03-25 18:43:06,443 - train_classifier_generate - INFO - Epoch 10, Batch 3400: Loss 1.7103663682937622
2025-03-25 18:43:06,925 - train_classifier_generate - INFO - Epoch 10, Batch 3500: Loss 1.7821910381317139
2025-03-25 18:43:07,298 - train_classifier_generate - INFO - Epoch 10, Batch 3600: Loss 1.711014986038208
2025-03-25 18:43:07,955 - train_classifier_generate - INFO - Epoch 10, Batch 3700: Loss 1.6997188329696655
2025-03-25 18:43:08,323 - train_classifier_generate - INFO - Epoch 10, Batch 3800: Loss 1.594916582107544
2025-03-25 18:43:08,733 - train_classifier_generate - INFO - Epoch 10, Batch 3900: Loss 1.7246716022491455
2025-03-25 18:43:09,171 - train_classifier_generate - INFO - Epoch 10, Batch 4000: Loss 1.8082910776138306
2025-03-25 18:43:09,525 - train_classifier_generate - INFO - Epoch 10, Batch 4100: Loss 1.8271164894104004
2025-03-25 18:43:09,989 - train_classifier_generate - INFO - Epoch 10, Batch 4200: Loss 1.6949132680892944
2025-03-25 18:43:10,432 - train_classifier_generate - INFO - Epoch 10, Batch 4300: Loss 1.7995333671569824
2025-03-25 18:43:11,086 - train_classifier_generate - INFO - Epoch 10, Batch 4400: Loss 1.6298956871032715
2025-03-25 18:43:11,479 - train_classifier_generate - INFO - Epoch 10, Batch 4500: Loss 1.7465964555740356
2025-03-25 18:43:11,968 - train_classifier_generate - INFO - Epoch 10, Batch 4600: Loss 1.5964871644973755
2025-03-25 18:43:12,350 - train_classifier_generate - INFO - Epoch 10, Batch 4700: Loss 1.7141573429107666
2025-03-25 18:43:12,701 - train_classifier_generate - INFO - Epoch 10, Batch 4800: Loss 1.8394815921783447
2025-03-25 18:43:13,254 - train_classifier_generate - INFO - Epoch 10, Batch 4900: Loss 1.5667320489883423
2025-03-25 18:43:13,728 - train_classifier_generate - INFO - Epoch 10, Batch 5000: Loss 1.6956110000610352
2025-03-25 18:43:14,320 - train_classifier_generate - INFO - Epoch 10, Batch 5100: Loss 1.7796008586883545
2025-03-25 18:43:14,684 - train_classifier_generate - INFO - Epoch 10, Batch 5200: Loss 1.7374118566513062
2025-03-25 18:43:15,066 - train_classifier_generate - INFO - Epoch 10, Batch 5300: Loss 1.7251906394958496
2025-03-25 18:43:15,568 - train_classifier_generate - INFO - Epoch 10, Batch 5400: Loss 1.6614265441894531
2025-03-25 18:43:15,893 - train_classifier_generate - INFO - Epoch 10, Batch 5500: Loss 1.6744695901870728
2025-03-25 18:43:16,526 - train_classifier_generate - INFO - Epoch 10, Batch 5600: Loss 1.6434905529022217
2025-03-25 18:43:17,192 - train_classifier_generate - INFO - Epoch 10, Batch 5700: Loss 1.5550237894058228
2025-03-25 18:43:17,574 - train_classifier_generate - INFO - Epoch 10, Batch 5800: Loss 1.5860282182693481
2025-03-25 18:43:17,956 - train_classifier_generate - INFO - Epoch 10, Batch 5900: Loss 1.671258568763733
2025-03-25 18:43:18,545 - train_classifier_generate - INFO - Epoch 10, Batch 6000: Loss 1.6595348119735718
2025-03-25 18:43:18,916 - train_classifier_generate - INFO - Epoch 10, Batch 6100: Loss 1.6541515588760376
2025-03-25 18:43:19,548 - train_classifier_generate - INFO - Epoch 10, Batch 6200: Loss 1.553970217704773
2025-03-25 18:43:20,133 - train_classifier_generate - INFO - Epoch 10, Batch 6300: Loss 1.774106502532959
2025-03-25 18:43:20,597 - train_classifier_generate - INFO - Epoch 10, Batch 6400: Loss 1.590232014656067
2025-03-25 18:43:20,937 - train_classifier_generate - INFO - Epoch 10, Batch 6500: Loss 1.5956661701202393
2025-03-25 18:43:50,614 - train_classifier_generate - INFO - Epoch 11, Batch 0: Loss 1.644377589225769
2025-03-25 18:43:51,298 - train_classifier_generate - INFO - Epoch 11, Batch 100: Loss 1.6198694705963135
2025-03-25 18:43:51,629 - train_classifier_generate - INFO - Epoch 11, Batch 200: Loss 1.6623828411102295
2025-03-25 18:43:52,186 - train_classifier_generate - INFO - Epoch 11, Batch 300: Loss 1.60868501663208
2025-03-25 18:43:52,528 - train_classifier_generate - INFO - Epoch 11, Batch 400: Loss 1.5264320373535156
2025-03-25 18:43:52,878 - train_classifier_generate - INFO - Epoch 11, Batch 500: Loss 1.6398630142211914
2025-03-25 18:43:53,377 - train_classifier_generate - INFO - Epoch 11, Batch 600: Loss 1.6720024347305298
2025-03-25 18:43:53,830 - train_classifier_generate - INFO - Epoch 11, Batch 700: Loss 1.5889379978179932
2025-03-25 18:43:54,436 - train_classifier_generate - INFO - Epoch 11, Batch 800: Loss 1.74432373046875
2025-03-25 18:43:54,808 - train_classifier_generate - INFO - Epoch 11, Batch 900: Loss 1.7040170431137085
2025-03-25 18:43:55,345 - train_classifier_generate - INFO - Epoch 11, Batch 1000: Loss 1.644282341003418
2025-03-25 18:43:55,683 - train_classifier_generate - INFO - Epoch 11, Batch 1100: Loss 1.573990821838379
2025-03-25 18:43:56,002 - train_classifier_generate - INFO - Epoch 11, Batch 1200: Loss 1.690980315208435
2025-03-25 18:43:56,542 - train_classifier_generate - INFO - Epoch 11, Batch 1300: Loss 1.7280864715576172
2025-03-25 18:43:57,055 - train_classifier_generate - INFO - Epoch 11, Batch 1400: Loss 1.5778515338897705
2025-03-25 18:43:57,610 - train_classifier_generate - INFO - Epoch 11, Batch 1500: Loss 1.6697014570236206
2025-03-25 18:43:58,001 - train_classifier_generate - INFO - Epoch 11, Batch 1600: Loss 1.6826815605163574
2025-03-25 18:43:58,527 - train_classifier_generate - INFO - Epoch 11, Batch 1700: Loss 1.5593645572662354
2025-03-25 18:43:58,912 - train_classifier_generate - INFO - Epoch 11, Batch 1800: Loss 1.5733345746994019
2025-03-25 18:43:59,307 - train_classifier_generate - INFO - Epoch 11, Batch 1900: Loss 1.6402140855789185
2025-03-25 18:43:59,806 - train_classifier_generate - INFO - Epoch 11, Batch 2000: Loss 1.75259530544281
2025-03-25 18:44:00,506 - train_classifier_generate - INFO - Epoch 11, Batch 2100: Loss 1.61115562915802
2025-03-25 18:44:00,916 - train_classifier_generate - INFO - Epoch 11, Batch 2200: Loss 1.7228835821151733
2025-03-25 18:44:01,337 - train_classifier_generate - INFO - Epoch 11, Batch 2300: Loss 1.5889484882354736
2025-03-25 18:44:01,766 - train_classifier_generate - INFO - Epoch 11, Batch 2400: Loss 1.5969759225845337
2025-03-25 18:44:02,130 - train_classifier_generate - INFO - Epoch 11, Batch 2500: Loss 1.7359815835952759
2025-03-25 18:44:02,445 - train_classifier_generate - INFO - Epoch 11, Batch 2600: Loss 1.6408182382583618
2025-03-25 18:44:02,743 - train_classifier_generate - INFO - Epoch 11, Batch 2700: Loss 1.5795674324035645
2025-03-25 18:44:03,123 - train_classifier_generate - INFO - Epoch 11, Batch 2800: Loss 1.7345352172851562
2025-03-25 18:44:03,594 - train_classifier_generate - INFO - Epoch 11, Batch 2900: Loss 1.612839937210083
2025-03-25 18:44:04,222 - train_classifier_generate - INFO - Epoch 11, Batch 3000: Loss 1.679572582244873
2025-03-25 18:44:04,632 - train_classifier_generate - INFO - Epoch 11, Batch 3100: Loss 1.6531702280044556
2025-03-25 18:44:04,961 - train_classifier_generate - INFO - Epoch 11, Batch 3200: Loss 1.6745789051055908
2025-03-25 18:44:05,518 - train_classifier_generate - INFO - Epoch 11, Batch 3300: Loss 1.659183382987976
2025-03-25 18:44:05,866 - train_classifier_generate - INFO - Epoch 11, Batch 3400: Loss 1.954761266708374
2025-03-25 18:44:06,400 - train_classifier_generate - INFO - Epoch 11, Batch 3500: Loss 1.6253795623779297
2025-03-25 18:44:06,856 - train_classifier_generate - INFO - Epoch 11, Batch 3600: Loss 1.5965745449066162
2025-03-25 18:44:07,461 - train_classifier_generate - INFO - Epoch 11, Batch 3700: Loss 1.7139418125152588
2025-03-25 18:44:07,808 - train_classifier_generate - INFO - Epoch 11, Batch 3800: Loss 1.544702172279358
2025-03-25 18:44:08,213 - train_classifier_generate - INFO - Epoch 11, Batch 3900: Loss 1.638033390045166
2025-03-25 18:44:08,675 - train_classifier_generate - INFO - Epoch 11, Batch 4000: Loss 1.6518275737762451
2025-03-25 18:44:08,996 - train_classifier_generate - INFO - Epoch 11, Batch 4100: Loss 1.7464436292648315
2025-03-25 18:44:09,517 - train_classifier_generate - INFO - Epoch 11, Batch 4200: Loss 1.7630332708358765
2025-03-25 18:44:09,923 - train_classifier_generate - INFO - Epoch 11, Batch 4300: Loss 1.6075873374938965
2025-03-25 18:44:10,487 - train_classifier_generate - INFO - Epoch 11, Batch 4400: Loss 1.6805386543273926
2025-03-25 18:44:10,793 - train_classifier_generate - INFO - Epoch 11, Batch 4500: Loss 1.7078014612197876
2025-03-25 18:44:11,106 - train_classifier_generate - INFO - Epoch 11, Batch 4600: Loss 1.5604311227798462
2025-03-25 18:44:11,403 - train_classifier_generate - INFO - Epoch 11, Batch 4700: Loss 1.5946756601333618
2025-03-25 18:44:11,675 - train_classifier_generate - INFO - Epoch 11, Batch 4800: Loss 1.8047741651535034
2025-03-25 18:44:11,988 - train_classifier_generate - INFO - Epoch 11, Batch 4900: Loss 1.6992770433425903
2025-03-25 18:44:12,283 - train_classifier_generate - INFO - Epoch 11, Batch 5000: Loss 1.6437289714813232
2025-03-25 18:44:12,671 - train_classifier_generate - INFO - Epoch 11, Batch 5100: Loss 1.6008825302124023
2025-03-25 18:44:13,043 - train_classifier_generate - INFO - Epoch 11, Batch 5200: Loss 1.7198220491409302
2025-03-25 18:44:13,591 - train_classifier_generate - INFO - Epoch 11, Batch 5300: Loss 1.5479952096939087
2025-03-25 18:44:13,898 - train_classifier_generate - INFO - Epoch 11, Batch 5400: Loss 1.7933872938156128
2025-03-25 18:44:14,215 - train_classifier_generate - INFO - Epoch 11, Batch 5500: Loss 1.5489743947982788
2025-03-25 18:44:14,500 - train_classifier_generate - INFO - Epoch 11, Batch 5600: Loss 1.5742216110229492
2025-03-25 18:44:14,812 - train_classifier_generate - INFO - Epoch 11, Batch 5700: Loss 1.6320141553878784
2025-03-25 18:44:15,120 - train_classifier_generate - INFO - Epoch 11, Batch 5800: Loss 1.6255083084106445
2025-03-25 18:44:15,402 - train_classifier_generate - INFO - Epoch 11, Batch 5900: Loss 1.7002314329147339
2025-03-25 18:44:15,691 - train_classifier_generate - INFO - Epoch 11, Batch 6000: Loss 1.7666696310043335
2025-03-25 18:44:16,013 - train_classifier_generate - INFO - Epoch 11, Batch 6100: Loss 1.5396367311477661
2025-03-25 18:44:16,353 - train_classifier_generate - INFO - Epoch 11, Batch 6200: Loss 1.6589044332504272
2025-03-25 18:44:16,688 - train_classifier_generate - INFO - Epoch 11, Batch 6300: Loss 1.5261248350143433
2025-03-25 18:44:17,207 - train_classifier_generate - INFO - Epoch 11, Batch 6400: Loss 1.6702868938446045
2025-03-25 18:44:17,511 - train_classifier_generate - INFO - Epoch 11, Batch 6500: Loss 1.6455795764923096
2025-03-25 18:44:45,875 - train_classifier_generate - INFO - Epoch 12, Batch 0: Loss 1.7888463735580444
2025-03-25 18:44:46,560 - train_classifier_generate - INFO - Epoch 12, Batch 100: Loss 1.6539418697357178
2025-03-25 18:44:47,046 - train_classifier_generate - INFO - Epoch 12, Batch 200: Loss 1.704608678817749
2025-03-25 18:44:47,430 - train_classifier_generate - INFO - Epoch 12, Batch 300: Loss 1.6940118074417114
2025-03-25 18:44:47,908 - train_classifier_generate - INFO - Epoch 12, Batch 400: Loss 1.7943183183670044
2025-03-25 18:44:48,271 - train_classifier_generate - INFO - Epoch 12, Batch 500: Loss 1.5604116916656494
2025-03-25 18:44:48,793 - train_classifier_generate - INFO - Epoch 12, Batch 600: Loss 1.596602439880371
2025-03-25 18:44:49,134 - train_classifier_generate - INFO - Epoch 12, Batch 700: Loss 1.6143531799316406
2025-03-25 18:44:49,519 - train_classifier_generate - INFO - Epoch 12, Batch 800: Loss 1.771822214126587
2025-03-25 18:44:49,956 - train_classifier_generate - INFO - Epoch 12, Batch 900: Loss 1.5723023414611816
2025-03-25 18:44:50,295 - train_classifier_generate - INFO - Epoch 12, Batch 1000: Loss 1.5616612434387207
2025-03-25 18:44:50,885 - train_classifier_generate - INFO - Epoch 12, Batch 1100: Loss 1.6534488201141357
2025-03-25 18:44:51,318 - train_classifier_generate - INFO - Epoch 12, Batch 1200: Loss 1.5627284049987793
2025-03-25 18:44:51,930 - train_classifier_generate - INFO - Epoch 12, Batch 1300: Loss 1.6531498432159424
2025-03-25 18:44:52,331 - train_classifier_generate - INFO - Epoch 12, Batch 1400: Loss 1.5893757343292236
2025-03-25 18:44:53,048 - train_classifier_generate - INFO - Epoch 12, Batch 1500: Loss 1.7420709133148193
2025-03-25 18:44:53,394 - train_classifier_generate - INFO - Epoch 12, Batch 1600: Loss 1.6355880498886108
2025-03-25 18:44:53,941 - train_classifier_generate - INFO - Epoch 12, Batch 1700: Loss 1.5961658954620361
2025-03-25 18:44:54,337 - train_classifier_generate - INFO - Epoch 12, Batch 1800: Loss 1.640297770500183
2025-03-25 18:44:54,843 - train_classifier_generate - INFO - Epoch 12, Batch 1900: Loss 1.6370344161987305
2025-03-25 18:44:55,189 - train_classifier_generate - INFO - Epoch 12, Batch 2000: Loss 1.6752771139144897
2025-03-25 18:44:55,672 - train_classifier_generate - INFO - Epoch 12, Batch 2100: Loss 1.5881491899490356
2025-03-25 18:44:56,332 - train_classifier_generate - INFO - Epoch 12, Batch 2200: Loss 1.6610918045043945
2025-03-25 18:44:56,703 - train_classifier_generate - INFO - Epoch 12, Batch 2300: Loss 1.8537715673446655
2025-03-25 18:44:57,035 - train_classifier_generate - INFO - Epoch 12, Batch 2400: Loss 1.6589163541793823
2025-03-25 18:44:57,376 - train_classifier_generate - INFO - Epoch 12, Batch 2500: Loss 1.5901645421981812
2025-03-25 18:44:57,920 - train_classifier_generate - INFO - Epoch 12, Batch 2600: Loss 1.5938868522644043
2025-03-25 18:44:58,303 - train_classifier_generate - INFO - Epoch 12, Batch 2700: Loss 1.617140531539917
2025-03-25 18:44:58,870 - train_classifier_generate - INFO - Epoch 12, Batch 2800: Loss 1.7600581645965576
2025-03-25 18:44:59,289 - train_classifier_generate - INFO - Epoch 12, Batch 2900: Loss 1.6891541481018066
2025-03-25 18:44:59,658 - train_classifier_generate - INFO - Epoch 12, Batch 3000: Loss 1.6734977960586548
2025-03-25 18:45:00,076 - train_classifier_generate - INFO - Epoch 12, Batch 3100: Loss 1.718115210533142
2025-03-25 18:45:00,413 - train_classifier_generate - INFO - Epoch 12, Batch 3200: Loss 1.5315598249435425
2025-03-25 18:45:00,909 - train_classifier_generate - INFO - Epoch 12, Batch 3300: Loss 1.6953200101852417
2025-03-25 18:45:01,262 - train_classifier_generate - INFO - Epoch 12, Batch 3400: Loss 1.6463135480880737
2025-03-25 18:45:01,619 - train_classifier_generate - INFO - Epoch 12, Batch 3500: Loss 1.6036144495010376
2025-03-25 18:45:02,116 - train_classifier_generate - INFO - Epoch 12, Batch 3600: Loss 1.5702805519104004
2025-03-25 18:45:02,473 - train_classifier_generate - INFO - Epoch 12, Batch 3700: Loss 1.7900586128234863
2025-03-25 18:45:02,959 - train_classifier_generate - INFO - Epoch 12, Batch 3800: Loss 1.6530131101608276
2025-03-25 18:45:03,304 - train_classifier_generate - INFO - Epoch 12, Batch 3900: Loss 1.6980096101760864
2025-03-25 18:45:03,669 - train_classifier_generate - INFO - Epoch 12, Batch 4000: Loss 1.5907835960388184
2025-03-25 18:45:04,168 - train_classifier_generate - INFO - Epoch 12, Batch 4100: Loss 1.6778994798660278
2025-03-25 18:45:04,527 - train_classifier_generate - INFO - Epoch 12, Batch 4200: Loss 1.5163767337799072
2025-03-25 18:45:05,004 - train_classifier_generate - INFO - Epoch 12, Batch 4300: Loss 1.640873670578003
2025-03-25 18:45:05,325 - train_classifier_generate - INFO - Epoch 12, Batch 4400: Loss 1.7355310916900635
2025-03-25 18:45:05,698 - train_classifier_generate - INFO - Epoch 12, Batch 4500: Loss 1.6874775886535645
2025-03-25 18:45:06,186 - train_classifier_generate - INFO - Epoch 12, Batch 4600: Loss 1.6917004585266113
2025-03-25 18:45:06,565 - train_classifier_generate - INFO - Epoch 12, Batch 4700: Loss 1.7448580265045166
2025-03-25 18:45:07,097 - train_classifier_generate - INFO - Epoch 12, Batch 4800: Loss 1.6254396438598633
2025-03-25 18:45:07,411 - train_classifier_generate - INFO - Epoch 12, Batch 4900: Loss 1.8496301174163818
2025-03-25 18:45:07,874 - train_classifier_generate - INFO - Epoch 12, Batch 5000: Loss 1.7217066287994385
2025-03-25 18:45:08,282 - train_classifier_generate - INFO - Epoch 12, Batch 5100: Loss 1.6624804735183716
2025-03-25 18:45:08,682 - train_classifier_generate - INFO - Epoch 12, Batch 5200: Loss 1.6894035339355469
2025-03-25 18:45:09,166 - train_classifier_generate - INFO - Epoch 12, Batch 5300: Loss 1.670700192451477
2025-03-25 18:45:09,470 - train_classifier_generate - INFO - Epoch 12, Batch 5400: Loss 1.6320890188217163
2025-03-25 18:45:09,984 - train_classifier_generate - INFO - Epoch 12, Batch 5500: Loss 1.6302833557128906
2025-03-25 18:45:10,352 - train_classifier_generate - INFO - Epoch 12, Batch 5600: Loss 1.6449319124221802
2025-03-25 18:45:10,776 - train_classifier_generate - INFO - Epoch 12, Batch 5700: Loss 1.699237585067749
2025-03-25 18:45:11,190 - train_classifier_generate - INFO - Epoch 12, Batch 5800: Loss 1.6602866649627686
2025-03-25 18:45:11,485 - train_classifier_generate - INFO - Epoch 12, Batch 5900: Loss 1.5878599882125854
2025-03-25 18:45:11,988 - train_classifier_generate - INFO - Epoch 12, Batch 6000: Loss 1.576513409614563
2025-03-25 18:45:12,351 - train_classifier_generate - INFO - Epoch 12, Batch 6100: Loss 1.6052829027175903
2025-03-25 18:45:12,766 - train_classifier_generate - INFO - Epoch 12, Batch 6200: Loss 1.590641975402832
2025-03-25 18:45:13,261 - train_classifier_generate - INFO - Epoch 12, Batch 6300: Loss 1.6049810647964478
2025-03-25 18:45:13,574 - train_classifier_generate - INFO - Epoch 12, Batch 6400: Loss 1.571634292602539
2025-03-25 18:45:14,071 - train_classifier_generate - INFO - Epoch 12, Batch 6500: Loss 1.6627085208892822
2025-03-25 18:45:42,841 - train_classifier_generate - INFO - Epoch 13, Batch 0: Loss 1.550548791885376
2025-03-25 18:45:43,494 - train_classifier_generate - INFO - Epoch 13, Batch 100: Loss 1.5809566974639893
2025-03-25 18:45:43,878 - train_classifier_generate - INFO - Epoch 13, Batch 200: Loss 1.5811506509780884
2025-03-25 18:45:44,194 - train_classifier_generate - INFO - Epoch 13, Batch 300: Loss 1.6013827323913574
2025-03-25 18:45:44,759 - train_classifier_generate - INFO - Epoch 13, Batch 400: Loss 1.7775325775146484
2025-03-25 18:45:45,095 - train_classifier_generate - INFO - Epoch 13, Batch 500: Loss 1.6038751602172852
2025-03-25 18:45:45,503 - train_classifier_generate - INFO - Epoch 13, Batch 600: Loss 1.6828135251998901
2025-03-25 18:45:45,943 - train_classifier_generate - INFO - Epoch 13, Batch 700: Loss 1.6111465692520142
2025-03-25 18:45:46,266 - train_classifier_generate - INFO - Epoch 13, Batch 800: Loss 1.533198595046997
2025-03-25 18:45:46,772 - train_classifier_generate - INFO - Epoch 13, Batch 900: Loss 1.7144831418991089
2025-03-25 18:45:47,085 - train_classifier_generate - INFO - Epoch 13, Batch 1000: Loss 1.675824761390686
2025-03-25 18:45:47,464 - train_classifier_generate - INFO - Epoch 13, Batch 1100: Loss 1.5330625772476196
2025-03-25 18:45:47,913 - train_classifier_generate - INFO - Epoch 13, Batch 1200: Loss 1.735288381576538
2025-03-25 18:45:48,243 - train_classifier_generate - INFO - Epoch 13, Batch 1300: Loss 1.6312932968139648
2025-03-25 18:45:48,815 - train_classifier_generate - INFO - Epoch 13, Batch 1400: Loss 1.6766819953918457
2025-03-25 18:45:49,196 - train_classifier_generate - INFO - Epoch 13, Batch 1500: Loss 1.6356351375579834
2025-03-25 18:45:49,693 - train_classifier_generate - INFO - Epoch 13, Batch 1600: Loss 1.6626267433166504
2025-03-25 18:45:50,054 - train_classifier_generate - INFO - Epoch 13, Batch 1700: Loss 1.7393211126327515
2025-03-25 18:45:50,421 - train_classifier_generate - INFO - Epoch 13, Batch 1800: Loss 1.6722333431243896
2025-03-25 18:45:50,937 - train_classifier_generate - INFO - Epoch 13, Batch 1900: Loss 1.5805919170379639
2025-03-25 18:45:51,278 - train_classifier_generate - INFO - Epoch 13, Batch 2000: Loss 1.6254414319992065
2025-03-25 18:45:51,723 - train_classifier_generate - INFO - Epoch 13, Batch 2100: Loss 1.7563421726226807
2025-03-25 18:45:52,057 - train_classifier_generate - INFO - Epoch 13, Batch 2200: Loss 1.6835744380950928
2025-03-25 18:45:52,476 - train_classifier_generate - INFO - Epoch 13, Batch 2300: Loss 1.5670732259750366
2025-03-25 18:45:52,966 - train_classifier_generate - INFO - Epoch 13, Batch 2400: Loss 1.546492576599121
2025-03-25 18:45:53,304 - train_classifier_generate - INFO - Epoch 13, Batch 2500: Loss 1.5568697452545166
2025-03-25 18:45:53,757 - train_classifier_generate - INFO - Epoch 13, Batch 2600: Loss 1.5743560791015625
2025-03-25 18:45:54,091 - train_classifier_generate - INFO - Epoch 13, Batch 2700: Loss 1.527104139328003
2025-03-25 18:45:54,479 - train_classifier_generate - INFO - Epoch 13, Batch 2800: Loss 1.6091457605361938
2025-03-25 18:45:54,951 - train_classifier_generate - INFO - Epoch 13, Batch 2900: Loss 1.8133423328399658
2025-03-25 18:45:55,284 - train_classifier_generate - INFO - Epoch 13, Batch 3000: Loss 1.6068631410598755
2025-03-25 18:45:55,828 - train_classifier_generate - INFO - Epoch 13, Batch 3100: Loss 1.65322744846344
2025-03-25 18:45:56,184 - train_classifier_generate - INFO - Epoch 13, Batch 3200: Loss 1.5839639902114868
2025-03-25 18:45:56,611 - train_classifier_generate - INFO - Epoch 13, Batch 3300: Loss 1.5672941207885742
2025-03-25 18:45:57,065 - train_classifier_generate - INFO - Epoch 13, Batch 3400: Loss 1.6303975582122803
2025-03-25 18:45:57,442 - train_classifier_generate - INFO - Epoch 13, Batch 3500: Loss 1.8058849573135376
2025-03-25 18:45:57,926 - train_classifier_generate - INFO - Epoch 13, Batch 3600: Loss 1.66707444190979
2025-03-25 18:45:58,268 - train_classifier_generate - INFO - Epoch 13, Batch 3700: Loss 1.7208110094070435
2025-03-25 18:45:58,724 - train_classifier_generate - INFO - Epoch 13, Batch 3800: Loss 1.634325385093689
2025-03-25 18:45:59,123 - train_classifier_generate - INFO - Epoch 13, Batch 3900: Loss 1.5678693056106567
2025-03-25 18:45:59,522 - train_classifier_generate - INFO - Epoch 13, Batch 4000: Loss 1.6158835887908936
2025-03-25 18:46:00,003 - train_classifier_generate - INFO - Epoch 13, Batch 4100: Loss 1.6079556941986084
2025-03-25 18:46:00,346 - train_classifier_generate - INFO - Epoch 13, Batch 4200: Loss 1.5995430946350098
2025-03-25 18:46:00,885 - train_classifier_generate - INFO - Epoch 13, Batch 4300: Loss 1.6319925785064697
2025-03-25 18:46:01,219 - train_classifier_generate - INFO - Epoch 13, Batch 4400: Loss 1.7508175373077393
2025-03-25 18:46:01,693 - train_classifier_generate - INFO - Epoch 13, Batch 4500: Loss 1.5581073760986328
2025-03-25 18:46:02,127 - train_classifier_generate - INFO - Epoch 13, Batch 4600: Loss 1.9633911848068237
2025-03-25 18:46:02,501 - train_classifier_generate - INFO - Epoch 13, Batch 4700: Loss 1.7640305757522583
2025-03-25 18:46:03,063 - train_classifier_generate - INFO - Epoch 13, Batch 4800: Loss 1.7525076866149902
2025-03-25 18:46:03,398 - train_classifier_generate - INFO - Epoch 13, Batch 4900: Loss 1.5620412826538086
2025-03-25 18:46:03,930 - train_classifier_generate - INFO - Epoch 13, Batch 5000: Loss 1.7286651134490967
2025-03-25 18:46:04,261 - train_classifier_generate - INFO - Epoch 13, Batch 5100: Loss 1.6158921718597412
2025-03-25 18:46:04,700 - train_classifier_generate - INFO - Epoch 13, Batch 5200: Loss 1.7260768413543701
2025-03-25 18:46:05,134 - train_classifier_generate - INFO - Epoch 13, Batch 5300: Loss 1.591887354850769
2025-03-25 18:46:05,508 - train_classifier_generate - INFO - Epoch 13, Batch 5400: Loss 1.685729742050171
2025-03-25 18:46:06,056 - train_classifier_generate - INFO - Epoch 13, Batch 5500: Loss 1.7168906927108765
2025-03-25 18:46:06,405 - train_classifier_generate - INFO - Epoch 13, Batch 5600: Loss 1.6535251140594482
2025-03-25 18:46:06,899 - train_classifier_generate - INFO - Epoch 13, Batch 5700: Loss 1.654880404472351
2025-03-25 18:46:07,237 - train_classifier_generate - INFO - Epoch 13, Batch 5800: Loss 1.662536859512329
2025-03-25 18:46:07,613 - train_classifier_generate - INFO - Epoch 13, Batch 5900: Loss 1.636472225189209
2025-03-25 18:46:08,030 - train_classifier_generate - INFO - Epoch 13, Batch 6000: Loss 1.644351601600647
2025-03-25 18:46:08,359 - train_classifier_generate - INFO - Epoch 13, Batch 6100: Loss 1.6319859027862549
2025-03-25 18:46:08,854 - train_classifier_generate - INFO - Epoch 13, Batch 6200: Loss 1.627872109413147
2025-03-25 18:46:09,253 - train_classifier_generate - INFO - Epoch 13, Batch 6300: Loss 1.6909548044204712
2025-03-25 18:46:09,636 - train_classifier_generate - INFO - Epoch 13, Batch 6400: Loss 1.6060445308685303
2025-03-25 18:46:10,049 - train_classifier_generate - INFO - Epoch 13, Batch 6500: Loss 1.5580300092697144
2025-03-25 18:46:36,648 - train_classifier_generate - INFO - Epoch 14, Batch 0: Loss 1.5766394138336182
2025-03-25 18:46:37,365 - train_classifier_generate - INFO - Epoch 14, Batch 100: Loss 1.6392138004302979
2025-03-25 18:46:37,724 - train_classifier_generate - INFO - Epoch 14, Batch 200: Loss 1.7264257669448853
2025-03-25 18:46:37,990 - train_classifier_generate - INFO - Epoch 14, Batch 300: Loss 1.6409332752227783
2025-03-25 18:46:38,454 - train_classifier_generate - INFO - Epoch 14, Batch 400: Loss 1.5130038261413574
2025-03-25 18:46:38,840 - train_classifier_generate - INFO - Epoch 14, Batch 500: Loss 1.6728121042251587
2025-03-25 18:46:39,165 - train_classifier_generate - INFO - Epoch 14, Batch 600: Loss 1.6081268787384033
2025-03-25 18:46:39,478 - train_classifier_generate - INFO - Epoch 14, Batch 700: Loss 1.5495901107788086
2025-03-25 18:46:39,991 - train_classifier_generate - INFO - Epoch 14, Batch 800: Loss 1.6271485090255737
2025-03-25 18:46:40,344 - train_classifier_generate - INFO - Epoch 14, Batch 900: Loss 1.5558996200561523
2025-03-25 18:46:40,784 - train_classifier_generate - INFO - Epoch 14, Batch 1000: Loss 1.5535897016525269
